日付,時間,役,順位,名前,得票数
04/21,6,風来坊,3,杏奈,522
04/21,6,風来坊,4,昴,364
04/21,6,風来坊,5,奈緒,358
04/21,6,風来坊,6,瑞希,285
04/21,6,風来坊,7,恵美,249
04/21,6,風来坊,8,静香,212
04/21,6,風来坊,9,未来,198
04/21,6,風来坊,10,星梨花,172
04/21,7,風来坊,1,ジュリア,1816
04/21,7,風来坊,2,翼,868
04/21,7,風来坊,3,杏奈,523
04/21,7,風来坊,4,昴,366
04/21,7,風来坊,5,奈緒,366
04/21,7,風来坊,6,瑞希,286
04/21,7,風来坊,7,恵美,250
04/21,7,風来坊,8,静香,215
04/21,7,風来坊,9,未来,201
04/21,7,風来坊,10,星梨花,172
04/21,8,風来坊,1,ジュリア,1847
04/21,8,風来坊,2,翼,879
04/21,8,風来坊,3,杏奈,534
04/21,8,風来坊,4,昴,370
04/21,8,風来坊,5,奈緒,368
04/21,8,風来坊,6,瑞希,289
04/21,8,風来坊,7,恵美,252
04/21,8,風来坊,8,静香,229
04/21,8,風来坊,9,未来,201
04/21,8,風来坊,10,星梨花,179
04/21,9,風来坊,1,ジュリア,1857
04/21,9,風来坊,2,翼,887
04/21,9,風来坊,3,杏奈,537
04/21,9,風来坊,4,昴,370
04/21,9,風来坊,5,奈緒,369
04/21,9,風来坊,6,瑞希,290
04/21,9,風来坊,7,恵美,257
04/21,9,風来坊,8,静香,229
04/21,9,風来坊,9,未来,206
04/21,9,風来坊,10,星梨花,179
04/21,10,風来坊,1,ジュリア,1871
04/21,10,風来坊,2,翼,893
04/21,10,風来坊,3,杏奈,539
04/21,10,風来坊,4,奈緒,372
04/21,10,風来坊,5,昴,370
04/21,10,風来坊,6,瑞希,290
04/21,10,風来坊,7,恵美,258
04/21,10,風来坊,8,静香,229
04/21,10,風来坊,9,未来,206
04/21,10,風来坊,10,星梨花,179
04/21,11,風来坊,1,ジュリア,1889
04/21,11,風来坊,2,翼,911
04/21,11,風来坊,3,杏奈,541
04/21,11,風来坊,4,奈緒,372
04/21,11,風来坊,5,昴,372
04/21,11,風来坊,6,瑞希,291
04/21,11,風来坊,7,恵美,259
04/21,11,風来坊,8,静香,230
04/21,11,風来坊,9,未来,209
04/21,11,風来坊,10,星梨花,179
04/21,12,風来坊,1,ジュリア,1900
04/21,12,風来坊,2,翼,920
04/21,12,風来坊,3,杏奈,541
04/21,12,風来坊,4,奈緒,374
04/21,12,風来坊,5,昴,372
04/21,12,風来坊,6,瑞希,291
04/21,12,風来坊,7,恵美,260
04/21,12,風来坊,8,静香,232
04/21,12,風来坊,9,未来,211
04/21,12,風来坊,10,星梨花,181
04/21,13,風来坊,1,ジュリア,1923
04/21,13,風来坊,2,翼,946
04/21,13,風来坊,3,杏奈,544
04/21,13,風来坊,4,奈緒,378
04/21,13,風来坊,5,昴,374
04/21,13,風来坊,6,瑞希,298
04/21,13,風来坊,7,恵美,265
04/21,13,風来坊,8,静香,235
04/21,13,風来坊,9,未来,214
04/21,13,風来坊,10,星梨花,181
04/21,14,風来坊,1,ジュリア,1935
04/21,14,風来坊,2,翼,950
04/21,14,風来坊,3,杏奈,552
04/21,14,風来坊,4,奈緒,378
04/21,14,風来坊,5,昴,378
04/21,14,風来坊,6,瑞希,298
04/21,14,風来坊,7,恵美,265
04/21,14,風来坊,8,静香,240
04/21,14,風来坊,9,未来,217
04/21,14,風来坊,10,星梨花,181
04/21,15,風来坊,1,ジュリア,1953
04/21,15,風来坊,2,翼,976
04/21,15,風来坊,3,杏奈,552
04/21,15,風来坊,4,奈緒,379
04/21,15,風来坊,5,昴,379
04/21,15,風来坊,6,瑞希,300
04/21,15,風来坊,7,恵美,266
04/21,15,風来坊,8,静香,246
04/21,15,風来坊,9,未来,218
04/21,15,風来坊,10,星梨花,183
04/21,16,風来坊,1,ジュリア,1971
04/21,16,風来坊,2,翼,979
04/21,16,風来坊,3,杏奈,560
04/21,16,風来坊,4,昴,381
04/21,16,風来坊,5,奈緒,380
04/21,16,風来坊,6,瑞希,300
04/21,16,風来坊,7,恵美,266
04/21,16,風来坊,8,静香,246
04/21,16,風来坊,9,未来,221
04/21,16,風来坊,10,星梨花,188
04/21,17,風来坊,1,ジュリア,1989
04/21,17,風来坊,2,翼,980
04/21,17,風来坊,3,杏奈,569
04/21,17,風来坊,4,昴,383
04/21,17,風来坊,5,奈緒,381
04/21,17,風来坊,6,瑞希,300
04/21,17,風来坊,7,恵美,266
04/21,17,風来坊,8,静香,246
04/21,17,風来坊,9,未来,221
04/21,17,風来坊,10,星梨花,188
04/21,18,風来坊,1,ジュリア,2003
04/21,18,風来坊,2,翼,994
04/21,18,風来坊,3,杏奈,571
04/21,18,風来坊,4,奈緒,386
04/21,18,風来坊,5,昴,383
04/21,18,風来坊,6,瑞希,300
04/21,18,風来坊,7,恵美,267
04/21,18,風来坊,8,静香,250
04/21,18,風来坊,9,未来,221
04/21,18,風来坊,10,星梨花,188
04/21,19,風来坊,1,ジュリア,2014
04/21,19,風来坊,2,翼,1004
04/21,19,風来坊,3,杏奈,579
04/21,19,風来坊,4,奈緒,388
04/21,19,風来坊,5,昴,388
04/21,19,風来坊,6,瑞希,301
04/21,19,風来坊,7,恵美,271
04/21,19,風来坊,8,静香,250
04/21,19,風来坊,9,未来,221
04/21,19,風来坊,10,星梨花,188
04/21,20,風来坊,1,ジュリア,2035
04/21,20,風来坊,2,翼,1006
04/21,20,風来坊,3,杏奈,588
04/21,20,風来坊,4,昴,392
04/21,20,風来坊,5,奈緒,390
04/21,20,風来坊,6,瑞希,301
04/21,20,風来坊,7,恵美,274
04/21,20,風来坊,8,静香,250
04/21,20,風来坊,9,未来,221
04/21,20,風来坊,10,星梨花,188
04/21,21,風来坊,1,ジュリア,2051
04/21,21,風来坊,2,翼,1016
04/21,21,風来坊,3,杏奈,590
04/21,21,風来坊,4,昴,399
04/21,21,風来坊,5,奈緒,390
04/21,21,風来坊,6,瑞希,302
04/21,21,風来坊,7,恵美,276
04/21,21,風来坊,8,静香,251
04/21,21,風来坊,9,未来,222
04/21,21,風来坊,10,星梨花,188
04/21,22,風来坊,1,ジュリア,2073
04/21,22,風来坊,2,翼,1029
04/21,22,風来坊,3,杏奈,590
04/21,22,風来坊,4,昴,410
04/21,22,風来坊,5,奈緒,394
04/21,22,風来坊,6,瑞希,311
04/21,22,風来坊,7,恵美,279
04/21,22,風来坊,8,静香,258
04/21,22,風来坊,9,未来,224
04/21,22,風来坊,10,このみ,192
04/21,23,風来坊,1,ジュリア,2105
04/21,23,風来坊,2,翼,1037
